url,label,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Web_Forwards
cellidplus.com,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
mall.ie,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
bit.ly,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
ayzam.com,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
etransfer.interac.ca-iris.club,1,0,0,1,4,0,0,0,1,0,1,1,0,0,0
idpd.pl,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
icloud.com.support-careplus.com,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
betasus3.blogspot.com,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
malerikonservator.se,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
erdcs.xyz,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1
venturegroupit.com,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0
sastaservices.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
google.com,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
clinicavirgenasunta.com,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
simbacorporation.com,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
sukuntextile.com,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
po.do,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ettalee.com,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
estaremos-nessa-crise-unidoscom.com,1,0,0,1,2,0,0,0,1,0,0,1,1,0,0
paxful.cam,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
ime.uff.br,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0
aurorabusinessunited.org,1,0,0,0,2,0,0,0,0,0,0,1,1,1,1
foxlap.com,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0
entraegypt.com,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
justgfx.com,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
docs.google.com,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0
shop4you.se,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
laurelmine.xyz,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
itaucard.sac24horas.com,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
vurl.bz,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0
mail.neve-indoor.nl,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0
bcpzonasegurabeta-viabcp-com.360egyptours.com,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0
odyssee-voyages.fr,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0
collaboration.com.ua,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0
193.35.48.23,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0
docs.google.com,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0
worldyouthsummit.org,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
conecteseasuacasa.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
maciel.med.br,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0
wpcorporate.sfdevserver.com,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0
cheaproomsvalencia.com,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0
docs.google.com,1,0,0,1,2,1,0,0,0,0,1,1,1,0,0
csgotear.ru,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
support.paypal.com.kulturabgru.kultura4.cp.regruhosting.ru,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
kebepxinh.vn,1,0,1,1,3,0,0,0,0,1,1,1,1,0,0
oooue.000webhostapp.com,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
doctorslepchuk.ru,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
320381dbf7cd2f31c04baa6b36e1c682.webredirect.org,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1
sgozq-alternate.app.link,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
id-app.jdevcloud.com,1,0,0,0,3,0,0,0,1,0,1,1,0,0,0
lbcpzonasegurabeta.rf.gd,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
maio-em-promocoes.com,1,0,0,1,3,0,0,0,1,0,0,1,1,1,1
moc-kompetensresurs.se,1,0,0,1,5,0,0,0,1,0,0,1,0,0,0
balletshop.eu,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0
xtremefish.su,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
clients.furleypage.co.uk,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0
marsold.cl,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
acct-scsouthmountain-inv.me,1,0,0,1,3,0,0,0,1,0,0,1,0,0,0
recovery-support.u718573rwk.ha004.t.justns.ru,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
leadflowgeneration.com,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
planwise.co.za,1,0,0,1,8,0,0,0,0,0,1,1,0,0,0
chat-whatsapp.holl45.ga,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
cekilisciniz.net,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
grandmarketltd.co.uk,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0
dbhpsapts.com,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
ojcconseil.com,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1
fn-international.com,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
hotmailsecure.brilliantbokeh.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
cheaproomsvalencia.com,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0
stortrk.com,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
arevszzs.000webhostapp.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35.188.36.185,1,1,0,1,4,0,0,0,0,0,1,1,0,0,0
courgeon-immobilier.fr,1,0,0,1,6,0,0,0,1,0,0,1,0,0,0
satkom.id,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
somerincare.com,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
vmoremlm.com,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
firebasestorage.googleapis.com,1,0,0,1,5,0,0,1,0,1,1,1,0,0,0
cashwix.com,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
westhorizonfund.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
christiantidings.com,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
central-de-vendas.com,1,0,0,1,2,0,0,0,1,0,0,1,1,1,1
fr.imsly.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
prouns.rs,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0
argag.com,1,0,0,0,2,0,0,0,0,0,0,1,1,1,1
vibehotels.co.in,1,0,0,1,6,0,0,0,0,0,0,1,0,0,0
mail.bancoaztecagt.com,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ox-aruba.blogspot.com,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0
banksstink.com,1,0,0,0,2,0,0,0,0,0,0,1,1,1,1
citigroupsmy.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
securecuserver.co.uk,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
montagnalombardia.xyz,1,0,1,1,2,0,0,0,0,0,1,1,1,1,1
sconsumer.e-pagos.cl,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
c1781279.ferozo.com,1,0,0,1,5,0,0,0,0,0,0,1,1,1,1
seminarpedia.com,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
livingwagenyc.org,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
firebasestorage.googleapis.com,1,0,1,1,5,0,0,1,0,1,1,1,0,0,0
btc-ex.buzz,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
infopublishersassociation.com,1,0,0,1,8,0,0,0,0,0,0,1,1,0,0
justlookapp.com,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0
krasn.arkadak.sarmo.ru,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
chinadryer.cn,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
protect-eu.mimecast.com,1,0,0,1,2,0,0,1,1,0,1,1,0,0,0
yourfitnesscorner.com,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0
hwtswecy.livedrive.com,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
via.bcpsms.vip,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
manidhara.com,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0
activelogisticsltd.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
sushihouse.com.br,1,0,0,1,4,0,0,0,0,0,1,1,0,0,0
vadodaramarathon.com,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
americanretrieval-my.sharepoint.com:443,1,0,0,1,4,0,0,1,1,0,1,1,0,0,0
shiptoislands.com,1,0,0,1,6,0,0,0,0,0,0,1,0,0,0
ruasepicas.pt,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0
taofiklawal.com,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
alquileres.com.py,1,0,0,1,3,0,0,0,0,1,1,1,0,0,0
wdestaques15.prime-oportunidades-agora.shop,1,0,0,1,5,0,0,0,1,0,0,1,1,1,1
kerryduncan2-live.php5.hostingweb.co.uk,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
my3billing-three.com,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
officialtobinbell.com,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
physics.uctm.edu,1,0,0,1,6,0,0,0,0,0,1,1,0,0,0
bpl.kr,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
induferram.com,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0
netorgft3927858-my.sharepoint.com,1,0,0,1,5,0,0,1,1,0,1,1,0,0,0
cembra-ch.com,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
saleschampion.co.uk,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
ffinam.com,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
kgmarbledesigns.com,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
autorizador5.com.br,1,0,0,1,7,0,0,0,0,0,1,1,0,0,0
livestudentccc-my.sharepoint.com,1,0,0,1,5,0,0,1,1,0,1,1,0,0,0
sieck-kuehlsysteme.de,1,0,1,1,4,0,0,1,1,0,1,1,0,0,0
golden-puzzled-tailor.glitch.me,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
truckcalling.com,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1
bit-x.ru,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
chase-verification.diligencees.com,1,0,0,1,2,0,0,0,1,0,0,0,1,1,1
ndt-college.kz,1,0,0,1,6,0,0,0,1,1,1,1,0,0,0
nhc2020.com,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
cittainfinite.eu,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
kaizenpak.com,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1
pagesyouraccount.cloudns.asia,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
support.zuzugroup.com,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
espaceclientv1.fr,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
lakinshore.buzz,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0
playarprint.com,1,0,0,1,2,0,0,1,0,0,1,1,0,0,0
art-sticker.fr,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0
garajd.com,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
viibes.com,1,0,0,1,4,0,0,0,0,0,0,1,1,1,1
xn--sparkass-i1a.connect-1412.de,1,0,0,1,2,0,0,0,1,0,1,1,0,0,0
turkmcse.com,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
maciel.med.br,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0
hostiotics.com,1,0,0,1,4,0,0,0,0,0,0,1,1,0,0
avaceklpterms.ga,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
c1511482.ferozo.com,1,0,0,0,4,0,0,0,0,0,0,1,1,1,1
sriaishwaryaconstruction.com,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
advonationusa.com,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0
eth-give.info,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
infopublishersassociation.com,1,0,0,1,8,0,0,0,0,0,0,1,1,0,0
wazzpromo.com,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
iti.itau,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1drv.ms,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
zohard.com,1,0,0,1,8,0,0,0,0,0,0,0,1,0,0
chego-unicopicpayonone.com,1,0,0,1,4,0,0,0,1,0,0,1,0,0,0
art-sticker.fr,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0
qvkw.000webhostapp.com,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
chat.whatscpp.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
81cbd50754804973894115930bc620f5.testing-url.ws,1,0,0,1,6,0,0,0,1,0,1,1,0,0,0
dofus.page,1,0,0,0,4,0,0,0,0,1,1,1,0,0,0
lynshirt.com,1,0,0,1,4,0,0,1,0,0,0,1,0,0,0
pacoboats.com,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
doc.google.share.pressurecookerindia.com,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
kunstpris.dk,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
mastercitydisplay.com,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
lucidfestival.com,1,0,0,1,6,0,0,0,0,0,0,1,0,0,0
pixel.baltic-dragon.ru,1,0,1,1,4,0,0,0,1,0,0,1,0,0,0
smsorangesmsmessage.myfreesites.net,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
onedrivestoragedatayu.dns-cloud.net,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1
wilstv.com,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
sunburstmedia.com,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
holychildschool.co.in,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0
ata22.ir,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1
hashwide.com,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
firebasestorage.googleapis.com,1,0,0,1,5,0,0,1,0,1,1,1,0,0,0
benson6303.com,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0
acoustic-descriptive-beet.glitch.me,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
trbetasusgir.blogspot.com,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
wozapple.com,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
qrxhskj.cluster028.hosting.ovh.net,1,0,0,1,4,0,0,0,0,0,1,1,0,0,1
link-masuk-grup-bokep-terbaru-kk.000webhostapp.com,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
livraisonspeed01.cloudaccess.host,1,0,0,1,4,0,0,0,0,1,1,1,0,0,0
hamt.jp,1,0,0,1,7,0,0,0,0,0,1,1,0,0,0
movebetterrunbetter.com,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0
ligatokens.io,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
managechamp.com,1,0,0,1,11,0,0,0,0,0,1,1,0,0,0
m7po.com,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
3no.ro,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bajer.info.pl,1,0,0,1,7,0,0,0,0,0,0,0,1,0,0
bloquenegro.cl,1,0,1,1,5,0,0,0,0,0,0,1,0,0,0
secure-account-info.openvcsme.cf,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0
nebojsega.com,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
storage.googleapis.com,1,0,0,1,2,0,0,0,0,1,1,1,0,0,0
catholichub.tv,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0
bellpeppers.pk,1,0,0,0,3,0,0,0,0,1,1,1,0,0,0
docs.google.com,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
samcool.org,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
yrcpi5xiyk5p6jjyzy3zhybgy6vsiymp4wrfptss3xqpcadpdtgq.litepages.googlezip.net,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
mail.damclub020.nl,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
xn--3-vc2br1kyq5b.com:82,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
lynshirt.com,1,0,0,1,6,0,0,1,0,0,0,1,0,0,0
dawanasaiacademy.in,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0
stolizaparketa.ru,1,0,1,1,7,0,0,0,0,0,0,1,0,0,0
myparc.sharepoint.com,1,0,0,1,3,0,0,1,0,0,1,1,0,0,0
kuchkuchnights.com,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
capefencingguy.co.za,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
marufulislam.com,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0
travisusd-my.sharepoint.com,1,0,0,1,5,0,0,1,1,0,1,1,0,0,0
cardmaillouisville-my.sharepoint.com,1,0,0,1,5,0,0,1,1,0,1,1,0,0,0
netciti.id,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
seg-dispositivo.com,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
uniclazz.joomla.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
saalik.com,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
volarevic.com,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
cheaproomsvalencia.com,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0
spatialsys.com.ru,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
comoliberarhuawei.com,1,0,0,0,4,0,0,0,0,0,0,1,0,0,0
moeto10025.xyz,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
acega.com.sv,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
flrstmet.com,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
chatwhatsapp-invitee.join-wa18.my.id,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
bbsignage.com,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
apidog-service.000webhostapp.com,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
funeo.com,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0
decifra.com.br,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0
trr20200410010207145.domtemporario.com.br,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1
www34.presentes-promocoes-premier.com,1,0,0,1,6,0,0,0,1,0,0,1,0,0,0
chat-whattsapp.com,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
kisa.link,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
shimaarutechies.com,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0
cdzizi.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
itaucheckersecurity.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
luv2redesign.com,1,0,0,1,3,0,0,0,0,0,0,1,1,1,1
ltaucard.com,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
sastaservices.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
sanjilkumar.com,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
presenteie-quem-merece.com,1,0,0,1,2,0,0,0,1,0,0,1,1,1,1
lnrpro.com,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
docs.google.com,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0
outlook12861.activehosted.com,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
bowmanconsultinggroup-my.sharepoint.com,1,0,0,1,5,0,0,1,1,0,1,1,0,0,0
willchurchill.tv,1,0,1,1,5,0,0,0,0,0,1,1,0,0,0
umattr.info,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0
ecoachinginternational.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
secure.counterpath.com,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
titan-valves.com,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0
iceyouroffice.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
turkmcse.com,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
livestudentccc-my.sharepoint.com,1,0,0,1,5,0,0,1,1,0,1,1,0,0,0
docs.google.com,1,0,0,1,5,0,0,0,0,0,1,1,0,0,0
hindmovie.cc,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
saatsaat.com,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
efenergyplus.com,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
mvhp.com.br,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0
3xportfolio.com,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
florenzakhamsin.com,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
hindva.com,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0
whatsapp-grub.hols92.xyz,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1
paypal.co.uk.userk5hjhbm77rr.settingsppup.com,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7426fbe0d8676fde2cac756c0731ce57.udagwebspace.de,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
extroloil.com,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
wallieget.com,1,0,0,0,3,0,0,1,0,0,1,1,0,0,0
group-whatsapps.ezua.com,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1
schaaf.ch.net2care.com,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0
smallbusinesshosted.com,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0
agriosa.ca,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
deganplasaan.ga,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1
hc-happycasting.com,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
meduchet.com,1,0,0,1,7,0,0,1,0,0,0,0,1,0,0
alwayscheckingme007.z19.web.core.windows.net,1,0,1,1,0,0,0,0,0,0,1,1,1,1,1
judysigner.cafe24.com,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0
delgadaygordo.com,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
russianamericanballet.com,1,0,0,1,5,0,0,1,0,0,0,1,0,0,0
quintascastaldi.com.br,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0
sieck-kuehlsysteme.de,1,0,1,1,4,0,0,0,1,0,1,1,0,0,0
mass-mp.com,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
cavemanroasting.com,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
webcoretic.com,1,0,0,1,8,0,0,0,0,0,0,1,0,0,0
zoohanpro.com,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
meljackson.net,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0
key-coats.co.uk,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0
a2plvcpnl308307.prod.iad2.secureserver.net,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
art-sticker.fr,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0
messageriie06.webnode.pt,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
chat-whatsapp.holl45.ga,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
lonjastec.es,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
kievskaya22.ru,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
rohtolab.com,1,0,0,1,9,0,0,0,0,0,0,1,0,0,0
headphonestyles.buzz,1,0,0,0,3,0,0,0,0,0,1,1,1,1,1
cosmoia.com,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0
formbuddy.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
shopbundlebee.com,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
profmetal.by,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0
webs.gt,1,0,0,0,4,0,0,0,0,1,1,1,0,0,0
alsapan-epi.com,1,0,0,1,4,0,0,0,1,0,0,0,0,0,0
tny.sh,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mail.personalportfolio.com.au,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
secure-monitor.com,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0
host112.186-109-81.telecom.net.ar:8082,1,0,0,1,4,0,0,0,1,0,1,1,1,1,1
dutadamaijawatengah.id,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47.89.46.18,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
vzyat-zaym.ru,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cwmrc.org,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
rextraening.dk,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0
work.jonwillchambers.co.uk,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
meduchet.com,1,0,0,1,6,0,0,1,0,0,0,0,1,0,0
fountainofhope.com,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
moonkahonda.com,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0
rkdalmill.com,1,0,1,1,8,0,0,0,0,0,0,0,0,0,0
upd-medlav.net,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0
verfiayiosnmer.com,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
files-wetranfer.000webhostapp.com,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
decifra.com.br,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0
annarborhandsonmuseum-my.sharepoint.com,1,0,0,1,5,0,0,1,1,0,1,1,0,0,0
forms.office.com,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
s.kekk.is,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ryancrosbyyoga.com,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0
theoutlet66mall.com,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0
ktpn.kalisz.pl,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0
cheaproomsvalencia.com,1,0,0,1,5,0,0,0,0,0,0,0,1,0,0
picpusdan3.free.fr,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0
balletshop.eu,1,0,0,1,3,0,0,0,0,0,1,1,0,0,0
outlook-renew.dns.army,1,0,0,0,2,0,0,0,1,1,1,1,0,0,0
twowheelcool.com,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0
dpfoidspoifopdsifpoi.blogspot.com,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
checkinitausecurity.com,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
zonsa.biz,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
lynkos.com.br,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0
tandem-clima.com,1,0,0,1,5,0,0,0,1,0,0,1,0,0,0
attloginnewupdatingservicemailcommunication.weebly.com,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1drvcloud.dnsabr.com,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1
